Borrower_ID,Age,Annual_Income,Credit_Score,Loan_Balance,Delinquency_Status,Primary_Channel,Region,Loan_Type
33D91CO,65,37487,647,48876,Current,Web,S,Private
QX8ERTB,63,70774,612,3832,30-59,IVR,MW,Federal
W5L4RMV,64,41016,630,26640,Current,Agent,S,Consolidation
HFH4N6V,41,38208,654,16835,90+,Agent,S,Federal
WQIGBU9,70,27885,627,38394,Current,Mobile,W,Private
55C5MWB,54,41541,792,43524,30-59,Mobile,NE,Federal
HKC856W,37,52596,682,4732,30-59,Web,MW,Consolidation
NCH4H9C,28,48660,618,16262,30-59,IVR,NE,Consolidation
65MKRI2,40,66490,695,9313,Current,Web,W,Consolidation
SSG7FWP,62,55806,623,17860,90+,Web,S,Private
H9WAVIA,33,39805,668,37150,90+,Web,S,Consolidation
P3QCSVX,38,40035,687,44197,60-89,Web,NE,Federal
FX30AC9,66,63582,837,54183,30-59,Mobile,NE,Federal
LX03V1U,26,25405,686,29630,30-59,Web,W,Federal
LKTOBY2,73,92225,709,11197,Current,IVR,NE,Private
INRJOHT,41,48435,651,14380,Current,Mobile,S,Private
6Q62RXY,33,93468,681,14853,1-29,Agent,S,Private
TDHDX1B,46,54175,731,36393,30-59,Mobile,W,Private
TK63N2Q,18,92297,682,81461,Current,Web,S,Federal
BAM5X86,57,33854,662,25484,Current,Web,NE,Consolidation
WW41F7V,37,51493,762,47031,30-59,Web,MW,Consolidation
74RS7GU,27,65120,662,9761,60-89,Web,MW,Federal
LYO3SGF,19,90814,681,39781,1-29,Agent,MW,Federal
CV4FDEP,71,43498,615,21945,60-89,IVR,NE,Consolidation
TE44RWU,63,73001,760,34185,90+,IVR,NE,Consolidation
84ROJVV,42,113289,662,7186,Current,Agent,S,Federal
6Q16NZ7,40,65470,674,7693,30-59,Mobile,W,Consolidation
KFEDLBG,57,45091,727,24839,Current,Web,W,Federal
FMPRYFZ,71,53886,725,39757,Current,Agent,NE,Private
5S34CGS,55,51229,599,38191,30-59,Agent,MW,Consolidation
Y9YV8B8,55,42702,819,23820,60-89,Mobile,W,Consolidation
TTH9KRQ,75,110205,730,23614,Current,Agent,S,Private
3X7S445,38,12000,685,1594,30-59,Mobile,NE,Federal
3UMAM00,59,61823,724,28928,90+,Mobile,W,Consolidation
3MO20KZ,60,55846,713,0,Current,IVR,MW,Federal
KGNHXYV,35,38345,761,39314,Current,Agent,W,Consolidation
ETQP3PY,35,63507,711,31899,60-89,IVR,S,Consolidation
2Z9QNRB,18,12000,644,7606,30-59,Web,W,Federal
GRX0B3C,53,59408,558,24490,30-59,IVR,W,Private
E1U24ZQ,18,52326,639,23009,Current,Agent,W,Federal
PHUIVL9,64,39968,714,51913,1-29,Mobile,MW,Consolidation
OZKNHPV,55,30541,744,40190,1-29,Web,MW,Private
88L12QF,55,44294,650,33906,60-89,Web,W,Consolidation
2VZPY9Q,38,82029,737,30705,60-89,Agent,W,Private
JIGLG08,53,86289,623,30166,60-89,Agent,MW,Federal
9MEUSWR,56,62515,681,25354,30-59,Web,MW,Federal
5P03WVP,27,34150,626,12921,90+,Mobile,NE,Private
YL9UNLX,59,70407,778,34722,1-29,Agent,S,Private
VIJZX4X,60,44850,589,9444,60-89,IVR,NE,Federal
T5DXI7Q,51,31904,658,16274,30-59,Agent,S,Consolidation
6IZ1256,26,39339,602,26173,60-89,Mobile,W,Federal
XS2E0NK,70,55469,729,13560,1-29,Mobile,NE,Private
XV6CKMA,25,58789,622,58140,Current,Mobile,S,Consolidation
GLZIUBH,59,34618,663,28782,60-89,Mobile,NE,Federal
CAFF2X5,39,33238,780,4472,1-29,Mobile,MW,Federal
LEWBCT6,69,66680,633,16379,60-89,Agent,W,Private
86CXOTX,37,36100,710,23700,60-89,Agent,NE,Federal
E576MOU,72,61245,623,56477,Current,IVR,W,Consolidation
V9ZY9YL,69,61868,610,61632,60-89,Mobile,MW,Federal
MR5QSFR,55,45496,747,44949,Current,Web,MW,Consolidation
HWOP7LE,67,66718,651,29024,90+,Agent,S,Federal
4O5U58P,59,64000,716,34457,60-89,Mobile,S,Consolidation
883F7AS,62,12000,601,67449,60-89,IVR,MW,Private
DT1N5JQ,64,15449,705,30856,90+,Agent,S,Consolidation
C6P3FKE,45,38049,645,5903,30-59,Mobile,S,Private
LQYSPR3,30,53472,734,29381,60-89,Agent,MW,Consolidation
EVWLQ6E,18,48888,644,39156,30-59,Mobile,MW,Private
0MYSF69,50,47785,714,33937,1-29,IVR,S,Federal
V62CUP5,33,75567,613,54913,30-59,Web,MW,Consolidation
6B15X8G,56,63813,757,12335,90+,Agent,W,Consolidation
WXIM04R,62,39461,654,40315,Current,Web,NE,Consolidation
UNFFQI1,62,54814,680,56651,30-59,Agent,S,Consolidation
59VA2WS,48,56928,653,25359,1-29,Agent,MW,Private
3DHERHP,48,81659,716,37110,60-89,Agent,W,Consolidation
N42RLOS,26,99635,666,0,Current,Web,MW,Consolidation
62OEDR9,60,37610,521,37285,60-89,IVR,MW,Federal
FCJZ9BO,70,41377,639,24927,1-29,IVR,W,Federal
G8E5K1R,39,27671,634,29351,Current,Agent,NE,Consolidation
FSUMUXQ,25,27555,678,6843,60-89,Web,MW,Private
QPHR62G,52,41797,743,0,Current,Agent,S,Federal
4X51MO5,50,75493,693,40846,60-89,Mobile,S,Private
SLQGBUL,32,51787,627,10467,30-59,IVR,NE,Private
V9NXMKT,30,44259,763,32139,60-89,Web,NE,Consolidation
CQQO7BG,53,61701,644,32573,90+,IVR,MW,Consolidation
WXEFJRP,58,12000,647,33991,90+,IVR,W,Consolidation
EOHIFK0,55,45023,686,5676,60-89,Mobile,MW,Private
DXJ1WQQ,39,57560,797,20593,90+,Web,NE,Consolidation
EMNM28W,33,51232,670,5104,60-89,Web,MW,Consolidation
HVY3NUK,37,46208,672,26872,1-29,IVR,W,Federal
I53CD0Z,70,79236,649,16228,60-89,Mobile,NE,Consolidation
RZ3FU0L,55,21810,580,17211,30-59,Agent,NE,Private
RX5M8NZ,23,66754,758,66518,Current,Agent,W,Federal
1IXBCTP,20,56524,682,53734,60-89,Agent,S,Consolidation
Y664L90,29,68191,678,18167,1-29,Agent,MW,Private
JXIX9D2,69,89909,706,20944,30-59,Web,NE,Federal
KNBD9O4,42,20424,568,0,60-89,IVR,NE,Private
CW9YIL8,32,82742,758,5608,1-29,Agent,NE,Consolidation
E7EOBJL,56,53466,681,11746,1-29,Web,MW,Private
629CKYB,52,56893,759,19227,30-59,Agent,W,Private
37D4IVS,65,71750,741,19857,30-59,Agent,S,Private
F2L0PI8,44,36960,596,40459,30-59,Web,NE,Consolidation
9TR74QG,36,32293,693,17710,1-29,Agent,W,Private
PI8WEJI,55,22048,609,17462,60-89,Agent,MW,Consolidation
P52AY7O,32,52290,725,37282,60-89,Web,S,Federal
0USXW8M,41,62725,656,9553,Current,Agent,NE,Federal
B6NBQG5,36,75763,751,25639,60-89,Mobile,MW,Federal
K6OP6XS,34,64595,685,39673,60-89,Web,NE,Consolidation
B9HXKEI,55,34330,712,2367,30-59,IVR,W,Private
1EXYB8Z,57,106077,671,46022,Current,Agent,S,Federal
YCO8RBT,59,51738,589,57480,90+,Agent,W,Private
IN9DL5T,49,58786,623,14266,1-29,Mobile,S,Consolidation
3L4JZWY,18,12000,676,54856,1-29,IVR,NE,Consolidation
OBS0SWV,46,35075,731,61,90+,IVR,S,Federal
MBLC09E,39,47478,763,24951,1-29,Web,W,Private
C3R52X3,73,44058,686,16293,1-29,Mobile,W,Federal
XKQN8OY,38,71517,705,36556,60-89,Mobile,NE,Consolidation
795C4K9,36,38473,577,21049,30-59,Mobile,NE,Consolidation
OPA94D8,41,33446,632,28902,1-29,Web,MW,Consolidation
YXYUR4S,30,92693,629,23548,Current,Agent,NE,Private
4NNKM95,52,26432,572,30144,30-59,Mobile,MW,Federal
CK00ZXQ,52,69966,773,22753,90+,Mobile,NE,Consolidation
3DDND69,73,28122,551,20267,60-89,IVR,MW,Federal
ZN4KGEU,28,46784,639,27661,30-59,Agent,W,Consolidation
4BK8EJN,27,26180,709,44689,90+,IVR,NE,Private
CXDWGUV,33,12000,675,44378,90+,Agent,NE,Federal
IAAKYTT,59,59349,694,28023,60-89,Web,MW,Consolidation
Q6T0OTG,64,74933,602,51694,60-89,Agent,S,Private
STMG345,35,40371,714,45058,60-89,Agent,MW,Consolidation
OQGVZHQ,19,66600,533,38873,30-59,Agent,NE,Consolidation
2JA2LPN,54,50703,671,0,30-59,Mobile,S,Consolidation
5JDY3F6,25,21944,614,29611,30-59,Web,W,Private
M7G5GVJ,46,82612,587,11988,90+,Web,MW,Consolidation
O98IBOQ,20,55890,702,11655,1-29,Mobile,S,Federal
FXV2YRE,67,34169,689,56388,1-29,Web,S,Consolidation
0Y52YGQ,50,74936,651,18375,Current,IVR,W,Private
SKZK96N,62,12000,811,40923,1-29,Mobile,MW,Consolidation
OQBT55R,54,66979,594,14834,60-89,Agent,NE,Private
JJ002JZ,38,81049,726,41666,60-89,Agent,MW,Consolidation
VKIZZQY,75,70394,744,17675,30-59,IVR,S,Consolidation
LQBW677,49,43045,717,26374,30-59,Web,NE,Private
H61XP5U,72,38465,825,50402,90+,Web,W,Private
VLND581,37,86985,603,26505,60-89,Agent,S,Private
Q8PKD2K,75,55840,555,40660,90+,Agent,S,Federal
RJUTFVJ,31,57738,636,28643,60-89,Agent,S,Federal
NZIEYH3,51,31878,729,17547,60-89,Mobile,NE,Federal
JWR3XUX,27,62115,628,33062,Current,IVR,NE,Private
ZKVBN9J,45,60941,750,31297,Current,Mobile,W,Private
MATVHYG,49,64987,713,52115,60-89,Web,S,Consolidation
MKYEBMS,51,44981,665,47605,1-29,Agent,S,Consolidation
H2KS1CB,27,20932,703,50617,Current,Mobile,NE,Federal
6J5MSYQ,53,46321,699,36257,90+,Web,MW,Private
AYWDSZ6,28,63417,622,43620,90+,IVR,MW,Federal
II1J0F5,46,45786,668,32999,1-29,Web,NE,Private
0IZH88R,40,49307,671,35540,Current,IVR,MW,Private
MCAYJE8,55,60502,733,0,90+,IVR,NE,Consolidation
8IWDRYH,51,54868,684,18866,90+,Agent,NE,Consolidation
JYRGJ0V,46,29734,763,64058,1-29,Web,NE,Private
KIBU4FM,42,52167,646,28120,90+,IVR,S,Private
6F5Q4MY,51,59150,691,38591,60-89,Mobile,MW,Consolidation
LZSSXON,74,31313,645,0,1-29,Web,W,Consolidation
I6H1M3J,20,84959,557,45151,30-59,IVR,W,Consolidation
CTFTT7I,47,23334,623,40188,60-89,Agent,S,Private
HYWFCDV,54,28235,635,31361,30-59,Web,W,Federal
WAHK2LS,53,26874,649,30097,60-89,Mobile,W,Federal
XLZL8ZY,66,68008,738,10760,60-89,Agent,MW,Consolidation
J9BF63Y,22,67924,713,29919,90+,IVR,W,Private
3B95OHS,20,20381,638,53824,90+,Web,NE,Consolidation
KX0JJUP,71,18231,683,13783,90+,Agent,S,Consolidation
6UB7L8V,40,36238,670,30433,90+,IVR,NE,Federal
X65UM4Y,25,34385,644,46901,90+,Agent,S,Private
7IQQF6Z,62,49908,657,0,1-29,Mobile,S,Consolidation
YV2VP6F,32,23361,596,45768,30-59,Web,S,Consolidation
H7LPWKW,24,38915,743,42793,60-89,Agent,W,Consolidation
TMTRZE6,37,72180,600,44264,60-89,Web,MW,Consolidation
KVCM2CD,45,34482,829,7643,60-89,Mobile,NE,Private
NICD23V,55,34555,655,23862,60-89,Mobile,MW,Federal
1UIW5E1,70,70813,683,7457,Current,Agent,NE,Private
QMPMD5D,28,41518,753,30110,Current,Agent,MW,Private
AI1TTLL,55,16816,638,14899,90+,IVR,S,Private
R5P40TF,71,37877,669,12508,1-29,Mobile,NE,Private
YPKB571,57,62499,634,32162,Current,Web,S,Federal
QXNJGYF,32,16883,741,0,Current,Mobile,W,Federal
KIV1ZG8,31,56030,796,0,30-59,Agent,MW,Private
94W6WUU,58,50401,612,45323,30-59,Agent,S,Federal
CRAXY6D,50,16191,691,22264,60-89,Mobile,W,Private
O49IM4K,42,64034,561,39785,60-89,Mobile,MW,Consolidation
1ERVTFQ,65,63961,636,0,Current,IVR,W,Consolidation
LTD24B4,61,40979,677,4424,30-59,Web,W,Consolidation
S1SPZ0C,31,66857,742,11653,1-29,Web,W,Consolidation
TTRUTI7,34,69490,673,29058,90+,IVR,S,Consolidation
SWSQPBQ,40,47867,724,32342,1-29,Agent,MW,Consolidation
0463NA7,50,59318,645,39697,30-59,Agent,MW,Federal
3O5URTX,49,64912,617,7218,30-59,Mobile,MW,Consolidation
73LKMGS,28,66579,692,60115,1-29,Mobile,S,Private
QDXFH52,32,29032,677,21403,30-59,Agent,S,Federal
71Y3OVQ,42,42744,756,50100,60-89,Web,S,Federal
A8JC3MZ,68,12228,673,24166,Current,Web,W,Federal
1FH7AM1,33,30626,654,36115,60-89,IVR,S,Federal
KJF0U2R,59,66233,683,45070,90+,IVR,W,Federal
MM0TOKD,42,43566,730,23184,30-59,IVR,S,Consolidation
3M1W2EK,27,58575,736,37629,Current,Web,NE,Private
LREAY3S,51,49959,809,52223,Current,Web,W,Private
P422TA8,39,56162,652,52444,30-59,Agent,S,Federal
VTZ4PB7,65,43742,680,36878,30-59,Web,NE,Private
HNVOXWC,63,12000,699,31514,Current,Web,S,Consolidation
CLA17QQ,50,21806,661,15040,1-29,IVR,NE,Consolidation
N5WRK7R,36,68774,671,41366,30-59,IVR,S,Consolidation
SZY0RCN,75,58706,644,25054,1-29,Web,W,Private
JYYCGWD,59,69370,632,34948,Current,IVR,MW,Private
RJDL2AN,68,36585,696,18273,30-59,Web,S,Consolidation
EL873QE,55,57864,729,39276,30-59,IVR,NE,Federal
0EUI4CJ,52,29074,696,50888,60-89,Agent,NE,Consolidation
8ACR2L6,22,50961,641,18650,90+,Web,MW,Consolidation
H4WLXA8,24,34014,645,23572,30-59,Mobile,W,Private
RJHHZH1,70,69773,532,35236,30-59,Agent,W,Private
IATKE13,58,25021,676,9785,30-59,IVR,S,Consolidation
IWZGK8D,34,12593,676,69276,90+,IVR,W,Private
G7QSODM,71,60610,692,11293,Current,Agent,NE,Federal
4EUXHQ5,41,72233,583,31649,90+,Agent,W,Private
4GC4RYG,49,84982,775,33829,1-29,IVR,S,Consolidation
MZRD5D7,41,54899,714,5531,60-89,Web,MW,Federal
J0AK269,51,46076,755,36735,Current,IVR,NE,Consolidation
OWHKVL3,64,43091,674,19847,60-89,IVR,S,Consolidation
LOARRXC,47,64400,730,24075,1-29,IVR,NE,Federal
8F56NSC,32,39332,713,18805,90+,Agent,S,Federal
9V73PUW,75,46989,565,56907,30-59,IVR,NE,Private
XO2DWN7,52,66293,737,22858,60-89,Mobile,S,Private
VB2HQBW,74,36050,755,29733,Current,Mobile,S,Private
TOGN1W1,44,53180,676,27488,60-89,IVR,W,Consolidation
AEB4KR7,52,19318,604,27824,60-89,Agent,MW,Federal
FS1IYM9,51,60521,614,12601,30-59,Agent,W,Federal
REXFT0S,19,46017,572,71488,30-59,Agent,W,Private
SB9FYY9,41,49889,706,45884,30-59,IVR,NE,Private
KFXHN5A,21,18415,615,30239,60-89,Mobile,NE,Federal
ZY0UQC4,62,47288,675,2356,1-29,IVR,NE,Consolidation
XO100VH,47,27310,770,45885,90+,Agent,W,Consolidation
N3BZNHW,37,50402,707,21380,30-59,Mobile,NE,Federal
FLVRKTG,38,27519,752,27634,30-59,Web,W,Federal
Y3K0S2D,24,58330,598,21755,30-59,Mobile,NE,Private
E2TBST9,25,25938,638,29783,60-89,IVR,MW,Federal
GTJS1A5,39,29280,728,53923,60-89,Web,S,Federal
LC5AALI,29,69737,752,9036,1-29,Web,MW,Consolidation
EYQE683,36,67779,657,10305,30-59,IVR,NE,Private
0CJBMUV,47,33936,677,0,1-29,IVR,S,Federal
5U0332W,70,52446,705,27255,1-29,IVR,W,Consolidation
KD4BS4K,22,79842,709,45053,30-59,Web,W,Federal
W4QVVK9,51,51289,611,36557,60-89,Mobile,MW,Consolidation
EJ9C0UU,65,40523,719,8550,30-59,Web,MW,Consolidation
ASU29EE,46,55948,664,21334,90+,Mobile,W,Consolidation
H4RWB45,65,63436,606,24128,60-89,IVR,S,Federal
AJMEARP,23,12000,706,8103,30-59,IVR,W,Consolidation
4EAISDK,69,61427,658,22693,1-29,Agent,W,Private
UKCT2QP,19,71825,615,20906,30-59,Web,MW,Consolidation
TKLUUJ7,59,66912,667,11896,90+,Agent,MW,Private
9VYNHCC,20,34023,571,53210,60-89,IVR,S,Federal
9DO0FK4,19,41907,651,43464,1-29,Mobile,S,Federal
OEULTMD,66,68673,649,47713,90+,Mobile,S,Consolidation
PL56GW9,30,84949,680,47808,60-89,Mobile,MW,Private
OTKZH4O,18,12000,698,77906,90+,Agent,S,Federal
WS890YM,75,73602,802,0,90+,Agent,W,Private
R2VB4JM,21,66519,699,40588,30-59,Web,S,Consolidation
8CG90MX,33,52018,837,49793,1-29,Mobile,NE,Private
1RIMVN1,39,39342,677,19682,60-89,Web,NE,Private
3JGZLMA,60,37852,724,5573,60-89,Web,MW,Federal
7F4YGF7,26,76035,631,45701,1-29,Web,MW,Private
KMPLBBB,72,68636,654,47713,60-89,Web,MW,Federal
OVK2HQK,60,86321,822,62880,90+,Mobile,W,Private
IEUC1HH,48,31753,569,42945,60-89,IVR,S,Consolidation
NJMVRYD,38,47361,574,18077,60-89,Agent,MW,Consolidation
MQW20X3,24,42910,534,35864,30-59,Mobile,W,Consolidation
Z652AUV,47,69508,725,10906,30-59,Mobile,W,Private
H2CBVKH,58,37467,633,6403,1-29,Web,NE,Private
OOQKSC4,29,61323,762,49996,90+,Mobile,S,Federal
S1OQO0J,51,49259,552,17806,30-59,Mobile,MW,Federal
NCMLDQZ,43,74439,701,38931,90+,IVR,MW,Private
6V4523A,32,63448,824,16739,60-89,Agent,NE,Consolidation
XD356WA,26,62005,727,41677,Current,IVR,S,Federal
FLNWROV,35,49887,632,91357,1-29,Web,MW,Consolidation
ZK94YXF,57,33170,736,8658,30-59,Web,S,Private
7ACCDZZ,37,12936,723,17858,Current,Agent,NE,Private
SW1K9M9,69,55434,554,0,30-59,Mobile,S,Consolidation
XX6CWZX,71,55292,676,31550,1-29,Mobile,S,Consolidation
NXJ8UWO,53,12000,644,51355,30-59,Web,S,Consolidation
R9Y7N17,49,66645,706,35109,90+,Web,NE,Consolidation
2ZU6SJJ,74,44264,725,23929,60-89,Web,S,Consolidation
K91KEGJ,67,62967,622,26333,90+,Agent,W,Federal
T282A6T,62,35082,641,23911,1-29,IVR,S,Consolidation
U3S2ZPR,50,52718,711,21850,90+,Mobile,S,Federal
AVPM6DY,75,48959,659,27992,90+,Agent,MW,Private
7W6977X,33,40145,640,50157,30-59,Web,S,Federal
72C6Z5T,45,51088,685,65815,1-29,IVR,NE,Federal
7QYEZG5,66,44096,661,18643,60-89,Agent,NE,Federal
V8DF2F5,20,29867,658,18396,30-59,Web,S,Consolidation
VB2OSJ4,63,75478,757,53671,30-59,IVR,S,Consolidation
JNXP90U,61,57062,601,11207,30-59,Mobile,S,Consolidation
JCTPVEV,20,77426,746,36847,Current,Mobile,NE,Consolidation
0M3LOUF,75,33571,710,31746,90+,Web,W,Consolidation
B6JY5R1,27,47822,688,17981,30-59,Agent,W,Federal
0O7Y4XB,56,31293,736,23547,90+,Web,W,Federal
RLQK0PQ,50,33856,612,12309,60-89,Web,S,Private
0CMPCBH,37,76010,673,10485,1-29,Web,S,Private
X02BN0I,64,46725,685,27702,Current,IVR,NE,Federal
0J36TCF,59,34394,666,12668,1-29,Mobile,MW,Consolidation
MTO2VDS,62,27569,688,14694,90+,IVR,W,Federal
8GME2X0,41,49263,643,42312,90+,Web,NE,Consolidation
YQ5UJ5K,59,72126,665,50481,1-29,Agent,MW,Private
DY633M2,40,52645,709,15800,30-59,Agent,S,Private
5ZJA8DZ,64,27001,788,39336,90+,Mobile,S,Federal
F9XXWNK,52,19103,717,42810,90+,IVR,W,Federal
XSCNKL4,29,64184,772,4996,1-29,Web,MW,Consolidation
MWLMA6G,69,26027,563,0,30-59,IVR,MW,Federal
LLYPGW0,50,49113,731,48614,60-89,IVR,S,Federal
GAG5T3L,22,28503,724,25295,90+,Mobile,MW,Consolidation
Z54CO8F,36,44620,688,26791,60-89,Web,W,Private
4MBBDXO,66,75929,676,12457,30-59,Agent,MW,Consolidation
3QA8NH0,43,76099,623,0,90+,Web,S,Consolidation
8SJY5OP,58,32215,677,18742,90+,IVR,W,Federal
9YSU51E,24,41712,703,23068,30-59,Web,NE,Private
YQJGVCB,47,71314,643,5134,Current,Web,S,Consolidation
616FQ97,73,84851,691,0,1-29,Agent,S,Consolidation
YJ9BOQ0,65,71540,633,34427,90+,IVR,NE,Private
KQ8SJQO,28,108580,635,42176,Current,Mobile,MW,Private
3K7DD1T,71,57485,706,48650,Current,Web,S,Private
BLMNTFK,72,45435,704,62569,1-29,Agent,S,Consolidation
1NVMEAG,48,24013,746,0,60-89,Mobile,NE,Federal
D5KXJ2E,19,57713,729,25137,1-29,Web,NE,Federal
7MC7NY6,23,69875,767,35507,90+,IVR,W,Federal
V1LK4AG,53,34471,690,35247,60-89,Web,W,Consolidation
FSZ72O5,54,83152,659,23872,Current,Mobile,NE,Consolidation
U2J085R,25,63368,688,24620,1-29,IVR,W,Private
1KT7GA8,31,60245,789,19126,60-89,Mobile,W,Federal
AFQL0DG,50,64467,744,29149,60-89,Web,W,Federal
QR5O1CE,53,35384,680,10588,1-29,Web,NE,Private
DQ8SZ7Q,49,48354,788,16007,Current,Mobile,NE,Federal
19MO1RT,67,77030,608,14166,90+,Mobile,NE,Consolidation
AWFRCQ6,26,40569,652,27111,30-59,Agent,MW,Consolidation
AYRSZQU,25,42366,611,10309,30-59,Mobile,S,Private
Y7E5RXR,49,29847,724,28649,1-29,Mobile,MW,Federal
4UV5I7G,61,28068,678,52222,90+,Web,MW,Consolidation
W80WIIX,26,56438,621,2931,90+,Web,MW,Consolidation
CX9KNBZ,61,27776,611,13539,30-59,Agent,W,Consolidation
ORTLQBK,52,40277,724,51014,90+,IVR,W,Consolidation
H9PO2UB,33,38285,706,17878,90+,Agent,S,Consolidation
A7ZZ99H,43,61593,753,0,Current,Mobile,W,Federal
IWVHDK8,18,24735,655,21061,60-89,Mobile,W,Private
Z9XAVB7,45,54307,651,48338,Current,Agent,S,Consolidation
O9VAXCZ,56,52794,630,45375,90+,Mobile,MW,Private
X3OBKJQ,42,23949,706,33818,Current,Mobile,S,Consolidation
KTUELS4,45,48287,602,44543,30-59,Agent,W,Federal
I41UG82,72,81408,795,28969,90+,Mobile,S,Federal
BAN52V5,52,22829,709,3857,Current,IVR,W,Federal
QZFB8X6,50,62497,762,28282,Current,IVR,S,Consolidation
ZSPA57I,66,15378,677,23209,1-29,Mobile,S,Federal
W4JQZ1P,67,44090,627,9903,1-29,IVR,W,Private
F9M13OT,35,99812,600,0,Current,Mobile,NE,Federal
3CBIWMR,67,73246,624,40288,90+,Web,NE,Federal
RFOZLAF,34,73806,628,11072,60-89,IVR,NE,Federal
QGSEM2F,52,64906,632,37978,30-59,Web,S,Consolidation
QASD1WC,49,45513,747,25636,1-29,Mobile,S,Consolidation
Q0S9AJY,55,38202,611,40891,30-59,IVR,NE,Consolidation
8W3ZP08,36,31829,646,4931,Current,Agent,S,Consolidation
Y1WNGXA,57,88703,783,3887,Current,Mobile,S,Federal
99ARAU7,33,63784,598,30323,30-59,IVR,W,Federal
PR0QXEB,23,12337,662,37379,1-29,IVR,NE,Consolidation
JRUAFD4,46,77782,743,20730,Current,IVR,NE,Private
81BMQF7,30,67515,587,54913,60-89,Web,W,Private
3ENVRJQ,30,93920,681,37023,Current,IVR,NE,Private
E1JJDZC,26,52214,707,8897,Current,Mobile,W,Private
I3GOM67,26,83413,688,14914,1-29,Agent,W,Federal
41UDTYZ,19,50706,625,37170,Current,Agent,W,Private
WE81OBL,44,51257,685,56362,Current,Mobile,S,Private
WQ4X6G4,72,39926,650,43846,90+,Agent,W,Federal
P3T53XR,29,56948,752,15008,Current,Agent,MW,Private
V3Y076X,35,42895,622,20915,90+,IVR,S,Private
M5F3QAO,63,46939,733,14151,90+,Agent,NE,Private
1UJYPM7,53,61785,624,20569,1-29,IVR,MW,Federal
ACPRU2V,19,29321,649,19763,60-89,Web,MW,Federal
2VPGSTQ,47,71556,752,40297,30-59,Web,S,Private
22GTLVU,28,66493,603,8319,30-59,IVR,NE,Private
QA7IZQ2,74,41181,656,25572,60-89,Web,W,Private
B32INST,47,63200,571,20147,30-59,Web,S,Federal
3G4JZM0,36,58697,641,21302,1-29,Agent,MW,Federal
OXESP7J,31,19411,723,10926,60-89,Web,MW,Consolidation
R2PMWMV,39,42339,690,58952,1-29,Agent,NE,Private
YGG7K19,71,44039,753,34034,30-59,IVR,MW,Private
9OK165D,50,48632,660,31827,1-29,IVR,NE,Private
03OD4JH,61,53718,676,53123,60-89,Agent,S,Consolidation
NE5YAZH,41,26083,633,0,Current,Agent,NE,Consolidation
GO5AWLG,42,75433,669,33088,60-89,Agent,W,Federal
AQHKNQJ,54,33703,608,9047,60-89,IVR,S,Federal
2X32OOF,31,72957,721,0,30-59,Web,MW,Federal
80I4527,72,22114,608,16364,30-59,Web,W,Private
9F7QA1V,68,22127,784,8507,Current,Agent,W,Federal
LK3BX47,67,23500,671,17853,1-29,Web,MW,Private
LYTUAGD,26,60939,760,37476,90+,Agent,W,Consolidation
HVMLJEK,50,58556,753,25436,60-89,Agent,W,Consolidation
PYYNQ66,49,68884,670,34385,1-29,Agent,MW,Federal
GDXQ4WB,65,42134,580,49106,30-59,Mobile,MW,Private
F6YXIS8,34,39823,621,33434,60-89,Agent,S,Private
JLCVW20,62,31388,674,31813,1-29,IVR,MW,Consolidation
IRWOCQJ,33,72172,566,28228,30-59,IVR,NE,Federal
JMGL1RL,75,12000,631,20110,90+,IVR,W,Consolidation
DPJA1WJ,67,51031,569,53618,30-59,Agent,MW,Private
M28AQWD,36,33850,672,52110,30-59,IVR,NE,Consolidation
MQ0MLOL,26,58983,648,67305,Current,Agent,MW,Consolidation
9K3SXDL,73,49939,792,41603,60-89,Mobile,NE,Federal
KYJCMF4,21,47161,756,36261,1-29,IVR,NE,Private
YRYI0C3,69,29945,616,58248,30-59,Agent,NE,Consolidation
XIOJ1QF,39,57279,698,48911,1-29,Mobile,W,Private
EO9H5IH,19,45870,602,32260,90+,IVR,W,Federal
KQ5A36E,28,62031,674,783,Current,IVR,NE,Consolidation
AXIOS4K,36,47761,573,17813,60-89,IVR,NE,Private
068AXP0,21,54421,759,25947,Current,Web,MW,Federal
6HOQQ0R,70,78707,685,8789,60-89,IVR,NE,Private
NCUJOBX,55,12000,762,24375,1-29,Web,NE,Private
T4LMAG7,71,16987,737,9131,30-59,IVR,NE,Federal
PXR9OGJ,18,44064,702,38209,1-29,Web,MW,Private
3A3TSAZ,40,23162,692,14826,30-59,Mobile,S,Federal
AD5Y2PV,20,77226,721,17049,Current,Mobile,MW,Private
7CF2J4L,53,46314,660,16532,90+,Web,S,Consolidation
SLK0PLZ,58,31058,535,30324,30-59,Web,S,Consolidation
BDRNI75,31,69205,718,25138,30-59,Web,W,Private
MWCMZX8,63,22056,711,3152,Current,Web,NE,Private
OS58YOF,72,49763,715,0,60-89,IVR,MW,Consolidation
Z6K4MKD,62,59840,790,40807,90+,Web,MW,Private
23WRQSO,36,14087,622,25052,90+,Agent,MW,Consolidation
K5J42OI,40,60458,700,26033,30-59,Mobile,S,Federal
9Q44DVV,21,76184,750,26493,Current,Web,S,Federal
Z9KVEAD,30,40480,804,35504,30-59,Web,MW,Federal
8HH10UC,72,81205,683,46377,1-29,Agent,MW,Federal
F6APFXI,71,46604,666,50175,30-59,Mobile,MW,Federal
